t	(Var=minDt) Max	(Var=minDt) WeightedMean	(Var=minDt) Min
301.0	47.16440275375261	46.763686623145425	46.30736229140892
301.5	47.28050376783766	46.879884332067654	46.42367068110271
302.0	47.417566964160834	47.01691928491539	46.560673138954236
302.5	47.574587293665196	47.173788206182124	46.717368425421434
303.0	47.750429258303996	47.3493583720171	46.89262699466541
303.5	47.943831746581424	47.54237239091626	47.08519571261247
304.0	48.15341332973856	47.751453438722116	47.2937030220995
304.5	48.37767811491882	47.97511104497581	47.51666465309759
305.0	48.61502225826865	48.21174753424605	47.75248998243284
305.5	48.8637412401755	48.45966522543164	47.99948914656029
306.0	49.12203799868408	48.71707448587763	48.25588100555979
306.5	49.38803201024154	48.98210272990114	48.51980204827326
307.0	49.6597693902416	49.25280443579461	48.789316314304145
307.5	49.935234070318366	49.5271722386745	49.06242639097453
308.0	50.2123600856646	49.803149133850496	49.33708552132185
308.5	50.48904498026119	50.07864179972329	49.61121083349849
309.0	50.76316430984302	50.3515350212527	49.88269767396779
309.5	51.032587190211586	50.619707162982486	50.14943499497446
310.0	51.295192804059596	50.88104660589451	50.40932171194222
310.5	51.54888774914546	51.13346903211591	50.66028391603987
311.0	51.79162407254946	51.374935403218004	50.90029278886489
311.5	52.02141780455861	51.60347044636306	51.12738303419638
312.0	52.2363677734715	51.81718143005678	51.3396716092589
312.5	52.43467445694181	52.01427698513154	51.535376510951025
313.0	52.614658598628644	52.1930856995781	51.71283534554189
313.5	52.77477930206256	52.352074198215654	51.87052339176972
314.0	52.9136513029911	52.48986440738187	52.00707085624756
314.5	53.03006111347212	52.60524969629652	52.12127901102686
315.0	53.122981734876944	52.69720959033459	52.212134906266925
315.5	53.191585647848086	52.764922762102714	52.27882436158396
316.0	53.2352558058462	52.807778024588046	52.320742957632056
316.5	53.253594385323645	52.82538307708975	52.337504775596294
317.0	53.246429080616075	52.81757078989219	52.32894866915131
317.5	53.21381677400076	52.78440285625268	52.29514189392275
318.0	53.15604445759571	52.72617068697914	52.236380969527815
318.5	53.07362733786182	52.64339347750752	52.15318970227399
319.0	52.967304108507676	52.53681343329611	52.04631435489503
319.5	52.83802943649244	52.407388198761616	51.9167160088686
320.0	52.68696376138969	52.2562805915655	51.765560223320236
320.5	52.515460567319316	52.084845803527045	51.59420415374727
321.0	52.32505133559355	51.894616279193755	51.40418134543497
321.5	52.11742843865404	51.68728453623766	51.19718446943462
322.0	51.89442626895255	51.46468422413075	50.975046301196784
322.5	51.65800093586149	51.228769759321644	50.73971928549178
323.0	51.41020888253055	50.981594891420016	50.493254045365205
323.5	51.153184789040786	50.72529057053171	50.237777209857626
324.0	50.8891191325851	50.46204248957526	49.97546893707478
324.5	50.62023576738281	50.194068666105295	49.70854049988034
325.0	50.34876987055267	49.9235974116371	49.4392122837557
