t	(Var=A) A	(Var=AB) AB	(Var=ABC) ABC	(Var=AC) AC	(Var=B) B	(Var=BAC) BAC	(Var=BC) BC	(Var=C) C	(Var=CABC) CABC
4.2887123492476166E-4	0.9951531436381453	2.1232076512014632E-5	4.705081333510722E-5	14.528420233588903	0.9951531436381453	4.7050813335107216E-5	14.528420233588903	16969.939500430723	0.0017825005844568976
4.635887153803384E-4	0.9947622667359559	2.293244188809923E-5	5.117679508349647E-5	15.699824613499837	0.9947622667359559	5.117679508349647E-5	15.699824613499837	16967.5958323955	0.002208011725646672
5.497137356864849E-4	0.9937935563109013	2.7138803303415862E-5	6.139707368463876E-5	18.60266687429544	0.9937935563109013	6.139707368463876E-5	18.60266687429544	16961.78747260396	0.0035354245066502444
6.358387559926315E-4	0.9928262026708198	3.132838968421949E-5	7.159730082548185E-5	21.50103920946658	0.9928262026708198	7.159730082548183E-5	21.50103920946658	16955.98718250544	0.005297938089648684
7.21963776298778E-4	0.9918602032652796	3.5501260151733005E-5	8.177958693563514E-5	24.394889901352794	0.9918602032652796	8.177958693563512E-5	24.394889901352794	16950.194947103337	0.007554767427483017
8.080887966049246E-4	0.9908955555484782	3.9657473607435784E-5	9.1946199703722E-5	27.2841675128223	0.9908955555484782	9.1946199703722E-5	27.2841675128223	16944.41075142059	0.010364833351547375
8.942138169110712E-4	0.9899322569792331	4.379708873392947E-5	1.0209932212073953E-4	30.16882089132723	0.9899322569792331	1.0209932212073953E-4	30.16882089132723	16938.63458050764	0.013786759026978752
9.803388372172177E-4	0.9889703050209729	4.792016399575514E-5	1.1224100428673083E-4	33.04879917251261	0.9889703050209729	1.1224100428673083E-4	33.04879917251261	16932.866419446294	0.017878866464242665
0.0010664638575233643	0.9880096971417285	5.202675764028688E-5	1.2237329198725046E-4	35.92405178374578	0.9880096971417285	1.2237329198725043E-4	35.92405178374578	16927.106253346064	0.022699172756009172
0.0011525888778295109	0.9870504308141244	5.611692769863933E-5	1.3249827681090123E-4	38.79452844770061	0.9870504308141244	1.3249827681090123E-4	38.79452844770061	16921.354067341006	0.028305386415851022
